ID,Year_Birth,Marital_Status,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
4603,1960,Married,371,32,189,0,58,6
8427,1956,Single,556,14,717,210,0,43
10260,1965,Together,202,5,74,11,5,14
7143,1955,Together,209,162,209,41,162,37
8789,1989,Married,35,40,111,36,40,12
6197,1962,Single,37,0,17,0,0,3
4554,1965,Together,171,45,73,59,10,90
4937,1973,Married,12,2,20,3,2,5
1920,1972,Married,44,4,21,6,0,27
8749,1984,Together,20,2,9,4,6,20
1650,1960,Married,779,86,537,34,69,138
10377,1958,Together,170,6,97,24,12,88
9206,1968,Together,491,48,231,112,105,134
10971,1977,Single,173,8,107,7,2,176
6398,1974,Married,7,10,13,16,0,4
9212,1962,Married,1205,0,235,19,14,205
7937,1982,Married,10,7,25,6,3,7
839,1975,Married,97,4,44,6,1,18
4246,1982,Single,67,11,26,4,3,262
158,1945,Together,345,53,528,98,75,97
4832,1979,Married,6,5,17,3,24,46
5621,1969,Married,73,57,100,71,15,0
1945,1962,Married,711,36,217,172,96,168
5147,1948,Single,774,70,118,182,187,93
2535,1978,Married,163,0,480,0,126,75
11039,1975,Married,82,33,54,71,30,41
9495,1982,Together,358,108,413,141,97,32
9635,1983,Married,66,2,40,4,3,14
2173,1952,Widow,13,6,7,0,3,3
942,1982,Single,139,13,78,20,13,36
9386,1962,Together,274,0,21,4,6,15
5510,1977,Married,262,6,61,0,10,102
873,1949,Married,1099,0,45,0,0,34
2253,1990,Married,32,0,8,23,4,18
5181,1982,Single,2,4,2,0,11,5
979,1975,Single,6,10,21,19,14,42
10390,1959,Married,6,7,4,3,4,6
4698,1983,Married,135,46,92,65,61,11
7793,1976,Together,641,7,84,0,30,38
1745,1962,Divorced,714,76,395,116,0,12
10590,1956,Together,794,73,573,0,29,14
5080,1993,Single,420,0,452,182,64,140
8369,1987,Together,1,2,7,4,3,11
5232,1965,Married,86,12,75,33,15,6
2407,1982,Married,823,25,459,124,29,95
3834,1962,Single,231,161,215,171,30,53
7912,1978,Married,8,15,27,0,20,33
7712,1946,Single,182,17,259,77,70,29
1065,1963,Single,557,129,984,193,37,18
7275,1971,Single,79,1,31,4,4,12
1343,1968,Together,368,24,68,38,0,88
1384,1992,Married,6,4,14,8,8,22
9967,1974,Divorced,160,15,196,15,11,50
6181,1950,Together,488,21,238,56,108,28
10507,1977,Divorced,691,7,69,0,7,23
2674,1958,Single,543,10,205,160,143,82
2698,1976,Single,254,7,108,20,0,26
3231,1973,Married,5,4,10,2,2,7
4096,1968,Divorced,112,19,21,16,14,5
10476,1958,Married,134,11,59,15,2,30
5948,1975,Single,143,6,52,11,8,17
9140,1960,Together,51,4,24,4,7,1
10258,1965,Single,27,0,5,0,0,3
5675,1960,Divorced,459,0,24,6,0,4
4743,1969,Married,689,8,167,11,8,88
8805,1960,Single,283,10,38,0,13,27
1542,1975,Single,347,0,35,4,3,7
6770,1985,Married,5,13,14,0,5,31
8773,1971,Together,280,0,18,0,0,24
10475,1970,Together,187,5,65,26,20,14
10420,1955,Divorced,95,14,64,2,9,38
7514,1956,Together,84,10,34,11,10,28
2902,1958,Together,19,4,12,2,2,6
4345,1964,Single,5,1,9,2,0,4
793,1973,Married,18,3,17,3,0,4
10909,1948,Married,992,24,694,51,19,119
3769,1972,Together,25,1,13,0,0,3
8702,1976,Together,9,1,7,0,3,2
4791,1980,Together,19,1,17,2,0,2
2963,1979,Together,709,93,374,104,80,80
8216,1972,Married,158,0,76,13,7,71
8140,1973,Together,10,14,29,4,2,36
10146,1972,Together,25,1,13,0,0,3
5289,1975,Single,8,4,12,15,4,29
2587,1972,Married,14,0,6,0,0,0
4405,1956,Married,622,7,115,30,0,15
8663,1974,Divorced,11,0,3,0,0,1
2589,1972,Divorced,25,3,16,8,5,2
3421,1968,Divorced,635,15,100,20,7,131
10490,1969,Married,100,64,79,65,0,109
4094,1961,Married,201,2,43,3,5,35
9958,1972,Married,642,14,49,0,7,57
2534,1953,Married,97,1,41,6,2,41
4188,1957,Single,204,5,39,17,0,89
6613,1970,Married,513,7,133,46,14,14
10827,1967,Married,88,3,21,4,1,29
5491,1951,Together,172,12,112,8,0,15
8402,1953,Married,329,35,222,130,35,43
8783,1950,Married,296,13,104,11,13,17
10010,1953,Divorced,100,2,16,2,1,31
618,1977,Married,422,7,238,69,46,15
9121,1972,Married,1218,16,272,104,0,80
361,1969,Married,5,1,7,2,1,4
4310,1944,Married,507,93,520,242,40,26
2678,1990,Single,52,12,50,4,36,55
6376,1979,Single,191,56,139,51,8,100
524,1966,Together,2,23,11,8,6,46
10341,1948,Together,68,28,39,16,30,41
5654,1972,Married,20,4,10,6,4,17
4098,1973,Married,20,3,16,0,4,1
5824,1972,Together,7,0,1,0,0,0
7000,1972,Single,279,172,74,38,8,246
2561,1966,Single,977,12,253,16,12,101
5229,1969,Together,30,1,8,0,0,3
4086,1959,Married,6,1,7,23,4,19
2428,1970,Married,3,18,26,11,8,12
8254,1974,Married,14,0,2,0,0,7
2836,1972,Married,10,1,7,0,0,1
8418,1958,Single,7,10,17,8,6,13
1362,1972,Single,33,87,64,175,16,74
7152,1983,Married,12,0,13,2,0,10
10033,1973,Divorced,2,3,10,11,2,10
9349,1985,Married,693,21,118,110,147,42
274,1973,Single,9,3,15,2,3,2
3388,1967,Divorced,129,26,67,3,67,2
922,1979,Married,16,2,11,3,0,16
8588,1961,Married,201,2,43,3,5,35
2518,1986,Together,5,4,5,4,2,10
574,1964,Married,14,36,11,3,26,35
3220,1983,Married,29,12,59,19,1,36
5967,1952,Together,26,2,19,10,5,8
1183,1949,Married,9,1,4,3,2,3
6856,1979,Together,14,0,23,4,5,19
4530,1948,Widow,972,19,595,180,26,138
1553,1946,Together,966,168,672,246,105,126
4682,1958,Married,99,27,102,28,48,6
8204,1971,Married,482,35,553,72,160,17
5221,1957,Married,714,8,99,11,0,47
1232,1982,Together,587,54,348,71,54,130
1927,1973,Together,399,27,159,58,8,39
5788,1972,Together,56,10,92,19,7,25
6652,1965,Married,227,151,573,98,54,31
6246,1953,Single,703,102,601,0,58,43
5975,1967,Single,37,0,17,0,0,3
6875,1965,Together,167,13,180,86,13,70
4399,1969,Together,458,81,356,106,50,40
4042,1971,Divorced,91,3,52,2,1,31
2157,1972,Together,15,8,16,11,5,22
10133,1970,Single,1302,68,731,89,114,45
2525,1974,Married,153,64,123,116,64,14
8233,1950,Widow,508,5,21,7,5,10
9483,1959,Together,290,59,177,77,5,29
2945,1955,Together,38,0,2,0,0,6
10403,1978,Together,2,13,6,7,5,11
5074,1986,Married,30,0,10,2,0,5
10524,1963,Divorced,386,23,95,54,41,196
4690,1953,Married,443,10,75,0,10,48
7521,1952,Together,901,31,345,75,31,191
7196,1950,Married,9,0,3,0,0,1
4406,1970,Together,846,84,352,91,56,42
9672,1970,Married,8,3,9,19,4,22
4864,1977,Married,72,7,58,13,1,24
4706,1966,Single,29,0,5,0,1,5
4070,1969,Married,169,24,553,188,0,144
25,1958,Married,460,35,422,33,12,153
3697,1954,Together,69,8,26,12,7,12
217,1956,Single,556,14,717,210,0,43
4220,1970,Married,73,0,13,0,1,0
5286,1987,Single,112,1,54,7,7,36
9559,1961,Married,944,0,60,0,0,30
2849,1979,Single,265,199,303,234,9,170
7787,1960,Together,526,28,135,10,21,99
3102,1981,Together,2,3,12,3,5,7
5868,1980,Married,2,4,9,10,5,16
8370,1976,Together,378,97,259,197,194,34
9988,1976,Single,553,25,142,65,67,8
2939,1970,Together,751,127,687,20,15,31
5529,1946,Together,406,0,30,0,0,8
9743,1955,Married,1449,89,161,69,35,107
5763,1972,Together,123,17,171,39,0,30
3478,1971,Married,267,42,309,55,42,21
7494,1950,Divorced,209,0,40,3,2,15
1763,1988,Together,1259,172,815,97,148,33
7250,1978,Together,344,35,178,15,23,17
2005,1990,Married,22,3,30,0,5,15
10770,1959,Married,247,161,295,210,85,47
6885,1977,Divorced,38,0,12,3,1,1
2072,1969,Together,896,10,101,13,10,34
9463,1959,Together,931,56,253,91,98,14
6318,1988,Married,758,12,385,33,89,89
4093,1975,Together,216,9,57,20,9,125
5751,1973,Divorced,2,3,10,11,2,10
3340,1977,Married,244,15,108,4,15,50
3594,1973,Married,539,6,91,8,6,97
3584,1955,Single,1181,26,120,17,13,39
3643,1974,Married,750,8,125,11,8,26
851,1972,Married,306,5,109,21,109,92
7706,1975,Together,350,104,189,197,151,57
3967,1971,Married,331,197,170,58,152,35
10128,1958,Together,620,16,165,0,24,82
486,1988,Married,434,137,400,45,137,45
9,1975,Single,57,0,27,0,0,36
9451,1965,Married,811,76,428,99,137,107
9264,1986,Married,423,42,706,73,197,197
3865,1977,Together,2,12,10,6,13,30
2853,1980,Single,60,51,87,6,20,51
1490,1962,Married,675,0,85,10,7,77
6310,1978,Married,30,8,12,8,8,12
10380,1972,Married,40,1,40,4,3,18
3887,1970,Single,3,17,26,20,1,39
4278,1983,Single,910,111,724,49,74,55
8643,1971,Together,252,98,827,219,70,196
1998,1976,Single,34,6,21,11,4,8
10795,1973,Married,19,3,19,3,1,3
11110,1973,Single,2,1,1,0,0,1
2408,1976,Married,490,0,184,10,28,21
202,1948,Widow,332,194,377,149,125,57
7998,1958,Together,53,8,17,13,0,21
830,1987,Single,784,48,560,42,176,48
3536,1960,Together,7,11,3,10,4,20
6050,1975,Married,1171,43,219,19,14,47
125,1958,Together,215,7,33,3,0,13
3463,1975,Married,674,62,134,0,26,8
2804,1975,Single,57,0,27,0,0,36
3745,1988,Married,5,36,7,0,10,45
9771,1988,Single,104,20,101,24,15,5
451,1989,Single,9,0,7,2,0,4
10530,1959,Widow,431,82,441,80,20,102
1079,1971,Married,1000,0,76,0,0,10
8920,1967,Single,448,40,469,80,0,91
6678,1989,Together,33,4,24,4,2,5
3852,1961,Together,505,72,270,36,27,54
528,1978,Married,267,38,701,149,165,63
73,1953,Single,14,0,3,0,0,1
5589,1964,Divorced,631,0,115,10,7,30
10212,1986,Together,65,4,16,0,4,11
6365,1987,Married,10,12,12,25,1,20
5636,1963,Single,51,4,50,12,1,49
591,1957,Widow,293,35,179,46,59,65
2217,1975,Married,11,1,2,2,1,6
2544,1951,Divorced,50,1,27,6,7,1
7725,1965,Married,173,26,255,35,71,81
8091,1956,Married,423,184,368,13,97,21
7321,1962,Together,292,30,415,63,33,200
5462,1974,Married,757,80,217,29,80,11
7791,1967,Married,12,1,6,0,1,5
955,1962,Together,167,2,44,6,2,19
4037,1976,Divorced,3,1,3,8,0,5
6642,1961,Divorced,30,5,22,8,9,28
2793,1976,Divorced,532,88,168,69,44,133
5424,1983,Married,29,12,59,19,1,36
879,1976,Married,411,0,26,0,0,21
9530,1988,Married,5,3,4,4,1,0
4828,1954,Divorced,71,99,278,185,121,38
10699,1985,Married,46,0,40,3,0,3
1497,1952,Single,268,11,88,15,3,22
7476,1964,Single,928,63,254,0,12,12
4390,1954,Together,459,15,171,142,23,31
10478,1950,Married,483,0,108,0,6,36
1081,1957,Married,733,9,180,12,19,66
4261,1946,Single,1006,22,115,59,68,45
9916,1954,Married,34,1,14,0,0,5
5350,1991,Single,1156,120,915,94,144,96
8135,1986,Married,7,4,23,7,0,11
8685,1977,Married,244,15,108,4,15,50
4967,1960,Together,233,0,23,0,0,12
2130,1982,Together,35,3,67,10,8,24
9298,1947,Together,1252,0,465,46,35,0
8175,1992,Married,34,4,66,3,10,20
6257,1976,Single,255,43,134,37,14,24
3790,1956,Together,8,1,5,0,0,1
9952,1947,Together,368,32,639,13,43,10
3503,1950,Divorced,255,47,573,52,32,15
5223,1966,Together,33,8,10,2,10,3
4608,1987,Divorced,163,23,424,27,65,76
1626,1973,Divorced,15,0,8,4,2,20
4764,1952,Together,45,12,52,25,22,13
2471,1965,Married,48,58,68,16,66,43
5892,1980,Married,158,6,45,8,2,2
2612,1987,Married,754,160,625,63,32,48
4971,1962,Together,108,1,28,13,1,4
5185,1955,Married,199,66,315,97,174,41
10069,1988,Together,2,7,5,2,15,27
2262,1965,Together,202,5,74,11,5,14
1131,1967,Single,85,0,3,0,0,7
1041,1973,Single,322,3,50,4,3,42
24,1960,Together,18,2,19,0,2,6
3409,1984,Single,141,8,129,3,11,47
7022,1971,Married,739,107,309,140,80,35
7943,1975,Married,18,0,6,3,3,5
5272,1965,Married,378,0,88,19,4,73
5453,1956,Married,1083,108,649,253,151,108
2565,1955,Divorced,1016,12,215,16,12,63
800,1960,Together,23,1,6,0,0,2
11092,1961,Married,12,1,21,2,2,3
5062,1963,Married,35,0,4,0,0,0
8969,1977,Married,548,31,422,0,112,28
4656,1990,Single,342,32,230,34,32,40
4480,1973,Married,365,3,15,4,3,11
9971,1964,Married,397,19,69,12,0,9
6729,1988,Single,456,19,832,75,118,38
1773,1978,Married,5,6,15,11,7,13
9242,1990,Single,836,185,575,24,25,77
1764,1975,Single,100,2,128,23,7,10
6215,1977,Married,10,0,10,3,1,7
10099,1984,Married,238,115,215,169,69,76
5423,1983,Together,6,0,5,2,1,2
940,1987,Single,158,11,99,15,11,17
3011,1965,Married,86,12,75,33,15,6
3298,1956,Married,856,0,76,12,9,199
8286,1965,Together,98,1,17,0,1,5
9668,1971,Married,4,16,20,0,17,20
5120,1982,Together,398,96,447,220,96,32
6097,1959,Single,313,8,104,6,4,126
7019,1963,Together,109,18,16,24,26,18
7408,1952,Married,216,2,6,0,0,9
8041,1971,Widow,595,71,153,120,112,41
252,1963,Divorced,123,133,142,71,44,88
9986,1982,Together,16,0,23,3,2,10
3276,1976,Together,11,12,35,3,5,12
3859,1947,Together,410,112,420,0,82,71
3570,1969,Together,159,2,51,6,2,24
3783,1959,Married,105,0,10,0,1,0
10207,1978,Together,5,1,8,0,0,1
10906,1948,Together,269,15,69,15,19,38
3427,1955,Married,629,0,70,0,0,35
5209,1954,Divorced,443,5,71,21,16,82
10711,1945,Married,217,77,373,111,23,93
10785,1969,Married,24,1,10,2,0,4
2814,1976,Together,9,1,5,4,5,7
6866,1969,Together,8,0,14,2,3,7
1665,1964,Divorced,1459,0,61,0,15,215
6575,1981,Together,230,48,214,13,32,75
3829,1979,Together,1,3,6,10,0,9
3091,1981,Together,340,21,134,258,14,56
10141,1960,Divorced,7,1,6,0,3,3
5177,1974,Married,298,7,68,4,0,19
7005,1981,Single,479,35,179,28,7,85
6409,1967,Divorced,267,140,599,34,12,127
7485,1950,Widow,67,4,32,17,2,16
8079,1982,Married,3,1,8,23,2,18
8395,1961,Single,980,37,265,35,163,31
10352,1963,Widow,50,4,28,6,3,26
4931,1977,Together,1,0,1725,2,1,1
13,1947,Widow,19,0,5,0,0,8
1834,1978,Single,30,5,23,4,1,4
2285,1954,Together,213,9,76,4,3,30
2295,1954,Married,539,30,92,80,46,38
1378,1972,Together,284,16,160,84,16,134
2781,1981,Single,1003,34,536,134,51,34
1165,1958,Single,239,13,143,45,4,52
1404,1968,Together,51,23,82,33,0,42
6457,1976,Divorced,527,24,230,32,24,65
2639,1966,Single,19,5,12,10,3,19
8299,1989,Single,40,2,15,8,0,6
6437,1985,Single,21,8,20,15,3,9
6912,1967,Married,593,30,91,29,22,7
7327,1959,Married,21,5,3,10,1,7
5299,1970,Married,1181,107,199,39,30,30
4127,1967,Married,1004,59,265,115,59,27
8143,1985,Single,202,2,46,3,2,10
1964,1951,Together,446,107,768,33,196,53
3690,1986,Married,1184,102,673,52,40,40
3433,1955,Married,390,22,323,104,35,107
3389,1970,Married,726,53,363,123,107,161
4712,1991,Together,8,8,22,24,11,9
1170,1975,Married,50,15,110,39,15,15
6347,1979,Single,1,1,4,11,9,10
4065,1976,Married,308,0,73,0,0,23
8230,1980,Married,22,2,31,7,4,5
1215,1978,Together,690,117,499,76,102,88
5939,1971,Together,43,5,28,7,6,33
2156,1955,Married,27,0,10,0,0,4
7788,1983,Married,6,0,3,0,0,1
10323,1952,Married,205,7,41,3,2,46
7947,1969,Married,24,0,8,0,1,4
1891,1980,Divorced,667,50,850,21,83,83
2570,1968,Together,691,7,61,10,0,46
9256,1971,Single,493,26,206,116,80,80
295,1989,Single,493,70,324,146,40,84
7397,1951,Single,494,5,82,7,0,100
6349,1987,Divorced,621,73,414,78,48,85
10790,1985,Married,9,0,5,0,0,7
10398,1981,Single,1,6,2,8,2,12
2431,1990,Married,12,4,19,12,6,14
550,1952,Divorced,243,131,217,85,6,26
1890,1971,Together,11,1,4,2,0,7
10742,1983,Married,532,21,127,26,20,20
10356,1957,Divorced,29,0,2,0,0,1
4676,1951,Widow,612,91,520,258,107,107
8852,1976,Married,387,126,342,0,45,180
3565,1955,Married,56,0,14,0,0,2
5294,1989,Single,6,8,19,16,4,4
1958,1973,Together,582,0,65,0,0,13
7349,1973,Together,6,17,16,6,16,42
8799,1984,Married,70,6,69,2,3,3
1351,1956,Together,962,12,194,16,24,12
1045,1965,Together,112,10,107,30,0,20
7732,1978,Married,293,0,124,179,97,52
8070,1973,Married,199,12,31,3,12,7
477,1986,Married,1060,61,835,80,20,101
7832,1959,Married,940,44,396,0,88,58
2202,1978,Together,44,2,11,2,3,7
7396,1966,Married,342,51,936,207,35,26
4055,1992,Single,2,10,11,12,9,20
10340,1984,Together,75,12,141,43,39,187
10091,1956,Single,520,20,367,39,81,40
7629,1977,Married,5,3,9,6,2,6
10640,1974,Together,87,5,71,7,12,29
3498,1976,Married,462,61,184,10,53,107
6742,1979,Married,2,2,1,3,1,2
1172,1983,Married,979,44,935,29,25,22
569,1991,Single,704,129,853,120,74,111
4686,1962,Widow,861,31,558,62,95,79
1381,1982,Single,172,3,115,16,0,18
2634,1979,Single,5,7,31,15,4,7
10905,1955,Together,194,2,56,0,0,0
1744,1965,Single,9,7,13,3,2,20
1000,1961,Together,505,72,270,36,27,54
3828,1951,Married,533,10,217,198,174,195
8605,1964,Together,48,0,14,0,0,6
10304,1959,Married,6,1,7,23,4,19
4351,1955,Divorced,18,2,10,0,0,25
10129,1966,Together,482,147,509,104,107,107
2499,1958,Single,204,97,97,21,118,26
10092,1954,Divorced,1073,0,250,153,14,14
7500,1967,Single,245,16,223,21,43,16
5796,1963,Married,560,21,442,29,44,29
10556,1959,Married,173,13,131,32,3,6
1064,1971,Married,22,1,11,0,5,3
48,1964,Together,136,1,12,0,3,32
7610,1983,Together,275,0,86,10,23,66
263,1945,Single,56,19,29,2,14,25
10814,1947,Together,303,23,751,82,26,191
9710,1969,Divorced,708,7,62,0,0,15
9292,1952,Married,324,132,693,27,118,88
10250,1947,Together,1,5,3,7,4,8
7881,1946,Married,620,26,195,34,17,141
5847,1969,Divorced,312,21,206,102,92,149
737,1949,Married,1493,86,454,112,43,43
3571,1961,Together,918,21,118,13,10,21
7807,1974,Married,98,0,106,49,10,106
3878,1980,Single,3,4,7,15,8,11
5092,1949,Widow,380,0,47,6,0,34
2154,1971,Widow,15,0,12,7,3,7
5394,1979,Single,3,9,4,7,8,7
3798,1968,Married,24,2,23,0,8,24
3524,1971,Single,80,1,60,4,6,16
5247,1955,Married,31,0,6,2,1,5
5883,1972,Married,138,120,204,16,126,60
2118,1964,Married,166,75,96,119,107,59
8812,1979,Divorced,12,3,8,8,0,17
6616,1975,Together,178,3,85,71,66,58
2797,1977,Married,707,20,171,65,60,50
4328,1986,Married,5,1,7,17,14,11
9167,1956,Married,465,71,250,93,35,62
10560,1980,Single,16,1,2,0,0,1
2631,1982,Together,358,108,413,141,97,32
8312,1961,Married,1,9,7,2,14,10
5534,1975,Married,123,1,26,2,0,72
5093,1974,Divorced,40,3,30,10,7,11
7592,1946,Married,102,9,63,2,9,24
8895,1985,Single,347,44,534,17,0,26
8584,1952,Together,376,53,462,168,53,53
2694,1967,Married,21,0,3,0,0,0
8910,1955,Together,194,2,56,0,0,0
7433,1985,Single,64,4,68,7,5,17
164,1977,Married,206,0,46,3,2,12
10477,1973,Together,71,0,18,0,0,13
2681,1984,Married,71,22,112,138,89,29
5150,1979,Single,0,4,7,11,10,15
5283,1976,Single,93,1,21,0,4,25
9645,1968,Married,920,138,168,36,46,30
10678,1959,Together,653,17,170,34,26,17
7261,1971,Together,199,33,60,8,3,15
9648,1967,Single,153,4,56,0,9,31
2870,1973,Married,376,0,38,11,8,69
8008,1983,Together,46,0,30,12,1,30
1513,1979,Together,600,21,128,223,150,128
6173,1979,Together,425,115,292,23,35,79
1419,1950,Together,18,6,15,12,8,17
9150,1963,Single,52,0,9,0,0,1
7960,1962,Together,734,22,350,151,25,100
1250,1976,Single,34,6,21,11,4,8
9905,1952,Together,135,1,41,10,1,67
10691,1960,Married,11,0,10,0,2,20
7002,1955,Single,163,48,90,0,45,52
2952,1977,Single,29,3,30,3,2,9
8439,1964,Together,734,26,70,11,44,17
762,1981,Together,340,21,134,258,14,56
2831,1976,Together,453,38,279,188,38,183
6977,1974,Together,1073,0,629,145,37,37
6289,1951,Together,135,0,10,0,4,36
4168,1966,Single,231,7,137,4,15,39
8397,1951,Married,18,0,5,0,0,11
9284,1958,Together,620,16,165,0,24,82
6237,1966,Single,81,4,33,5,2,291
3130,1964,Single,12,4,2,10,6,10
1619,1956,Married,292,51,981,224,23,17
1990,1974,Single,965,34,586,89,86,37
5513,1966,Together,27,2,10,0,0,1
269,1963,Single,777,30,163,0,51,122
8093,1969,Married,572,8,232,23,62,17
10513,1992,Together,438,169,565,91,169,70
10177,1954,Divorced,531,69,300,150,138,150
2549,1983,Together,17,0,9,0,0,1
5782,1982,Together,402,35,106,101,77,42
10057,1951,Single,503,27,419,90,139,153
10307,1956,Married,369,9,87,12,14,34
8566,1961,Together,5,0,3,0,0,1
2415,1962,Together,362,17,398,80,35,61
5684,1971,Divorced,56,0,9,0,0,3
8334,1971,Single,79,1,31,4,4,12
9166,1968,Married,387,84,141,73,35,162
1440,1978,Together,367,17,241,104,188,232
78,1969,Married,15,0,11,0,2,9
5441,1965,Widow,267,6,54,8,3,50
5302,1986,Together,298,27,697,216,24,166
4687,1958,Married,674,92,736,39,0,92
1087,1975,Together,16,14,36,37,22,48
6859,1987,Single,37,4,24,16,9,9
9860,1959,Together,159,0,22,2,1,31
7129,1962,Married,686,17,142,23,26,35
5866,1974,Together,97,3,66,12,7,34
10521,1977,Married,63,6,57,13,13,22
7393,1978,Together,56,5,24,4,0,3
7849,1970,Married,209,19,456,160,142,66
332,1957,Married,198,2,43,0,12,20
9847,1955,Married,313,15,47,20,0,192
531,1954,Divorced,941,14,397,76,58,176
9576,1982,Together,86,4,56,2,4,7
6906,1953,Widow,167,48,602,63,72,72
7419,1968,Divorced,8,3,19,0,2,3
3170,1957,Together,389,66,408,37,57,85
8527,1965,Together,239,7,119,4,15,11
7872,1975,Married,179,21,273,0,21,63
9931,1963,Married,5,0,1,1,1,1
10595,1990,Married,2,6,28,13,4,16
4609,1966,Married,383,0,53,6,4,40
5010,1988,Single,2,8,8,6,1,9
4427,1995,Single,536,27,590,38,107,67
11148,1975,Together,2,1,4,3,1,2
1168,1978,Married,322,53,899,34,40,53
9595,1961,Together,539,169,816,20,0,30
10163,1984,Single,712,50,420,65,38,38
2886,1971,Divorced,1121,0,72,0,12,12
6710,1951,Single,68,1,13,3,5,13
5316,1976,Together,36,4,18,6,2,18
9029,1972,Married,707,44,603,95,58,29
521,1985,Together,174,77,203,6,24,97
1459,1966,Married,666,35,124,69,8,26
10241,1975,Divorced,0,0,0,6,2,6
1630,1979,Single,162,50,100,55,30,27
3254,1971,Married,407,70,239,103,88,53
9064,1982,Married,823,25,459,124,29,95
3678,1973,Widow,488,23,71,15,0,59
4227,1968,Together,28,0,13,4,2,8
9467,1984,Single,3,2,10,3,0,2
8486,1971,Together,284,0,52,8,3,20
2186,1977,Together,938,142,754,159,81,183
3286,1967,Divorced,13,2,15,2,2,8
8602,1964,Divorced,412,172,153,150,105,57
3722,1972,Single,31,1,8,0,0,8
6715,1948,Single,502,19,132,0,6,26
4796,1952,Divorced,18,10,3,3,5,0
9612,1987,Single,1,8,6,4,8,16
3766,1959,Widow,100,71,243,108,94,219
1399,1958,Married,407,114,445,181,165,203
1570,1951,Together,664,9,240,50,19,57
3426,1975,Divorced,1045,61,338,60,46,46
3074,1984,Married,1218,107,304,23,143,33
8341,1969,Married,15,0,6,0,1,12
5180,1968,Divorced,128,0,16,0,1,4
6461,1969,Single,581,49,157,43,8,108
7679,1985,Single,6,3,12,6,1,0
10702,1984,Single,185,8,133,56,56,12
7505,1957,Married,22,1,9,0,0,14
5113,1971,Divorced,584,100,835,65,83,35
10858,1975,Together,355,30,177,90,138,30
2961,1982,Married,175,10,110,54,6,27
2747,1988,Married,864,134,768,150,38,172
3010,1989,Together,957,153,612,99,95,153
5790,1985,Married,25,6,16,20,0,5
6892,1968,Divorced,641,7,56,0,0,28
1743,1974,Single,273,86,208,177,14,43
3578,1949,Divorced,122,21,43,25,10,15
8462,1978,Together,1,4,10,29,0,36
5558,1954,Single,1020,31,430,62,63,79
4619,1945,Single,6,2,3,1,262,3
8780,1950,Together,378,14,68,19,14,14
10789,1964,Married,42,1,18,3,0,4
10779,1983,Single,15,5,14,0,4,11
5896,1987,Married,272,7,80,20,7,11
2337,1971,Divorced,9,1,24,2,1,2
10951,1968,Married,279,0,18,0,0,9
544,1954,Married,398,61,265,138,61,53
17,1971,Married,637,47,237,12,19,76
10680,1986,Together,45,0,16,2,1,6
3265,1959,Married,21,1,9,7,3,5
5623,1980,Married,15,4,13,0,0,19
5832,1960,Together,493,183,352,184,23,28
5544,1970,Single,957,40,175,158,53,107
6417,1971,Together,829,138,430,60,92,15
5831,1967,Married,1017,50,500,65,50,133
7101,1963,Widow,953,0,71,0,0,174
10176,1968,Single,159,0,120,0,0,137
2326,1990,Married,32,0,8,23,4,18
4385,1981,Single,23,0,15,0,2,7
2929,1976,Single,18,42,24,15,20,18
10686,1965,Together,15,0,4,0,0,2
2546,1977,Single,23,4,5,10,5,23
3283,1972,Married,200,193,100,46,185,185
3138,1956,Single,1324,27,119,71,108,27
4994,1943,Single,1193,33,281,129,66,33
7966,1959,Single,505,137,401,104,22,22
3112,1977,Married,2,4,9,0,4,5
10872,1969,Married,1103,0,45,0,0,34
2181,1970,Married,353,61,753,40,46,27
1867,1957,Single,652,48,350,94,84,108
1518,1965,Married,379,6,157,25,91,91
5734,1974,Married,46,4,36,2,2,1
2878,1947,Married,162,31,127,8,17,69
1458,1982,Married,8,3,19,3,3,8
7007,1968,Married,17,3,18,3,4,18
6200,1951,Married,340,108,185,130,38,100
1403,1975,Together,8,4,15,3,5,3
4827,1956,Single,154,22,202,39,30,8
6250,1949,Widow,710,15,30,20,0,0
9291,1959,Married,8,2,4,0,0,1
2478,1973,Married,2,2,4,13,13,4
1139,1984,Married,1050,14,322,0,14,112
5138,1950,Together,19,1,14,3,2,4
5393,1977,Single,22,0,6,6,2,6
10413,1984,Married,274,83,216,151,141,224
5015,1976,Married,68,6,38,3,6,41
10868,1951,Widow,344,45,654,104,11,114
10676,1982,Married,145,193,459,205,26,145
2495,1974,Married,217,38,350,111,85,15
7842,1968,Single,18,7,34,10,2,3
9955,1954,Together,69,8,26,12,7,12
6663,1940,Single,144,0,7,0,0,6
2162,1976,Married,256,34,103,90,29,49
3434,1951,Single,483,72,567,94,12,108
7919,1976,Together,1285,105,653,28,21,0
5626,1964,Single,338,4,89,11,8,13
6428,1950,Widow,605,10,345,84,54,32
8514,1976,Together,8,0,7,3,1,1
10448,1956,Single,172,41,86,45,6,27
2109,1990,Single,448,71,951,40,17,17
7530,1950,Widow,67,4,32,17,2,16
8925,1965,Married,512,53,98,81,179,89
3009,1962,Widow,1462,16,128,0,0,160
6355,1978,Married,20,0,14,7,3,1
3517,1952,Single,50,4,44,10,10,43
1158,1966,Divorced,102,1,15,2,0,24
6203,1947,Together,499,149,815,173,49,49
7165,1972,Together,381,35,172,56,86,93
